年月日,2330 台積電,2317 鴻海,1303 南亞,1301 台塑,1326 台化,2308 台達電,1216 統一,2002 中鋼,2311 日月光,2105 正新
2013/11/29,-4.1097,4.6982,-3.2838,-2.5065,-1.7668,3.6067,-5.7143,-0.3915,1.9064,-1.0204
2013/12/31,0.4761,2.6922,6.3272,3.4704,0.7194,7.5948,1.7046,6.0904,-5.7823,0.5156
2014/1/27,-0.4739,5.9925,-4.0638,-3.1056,-5.4762,-2.0587,-6.8901,-3.5186,1.2635,-1.9231
2014/2/27,2.8572,-1.0599,-1.8152,-1.282,-2.8968,1.2011,1.2,-1.3434,6.9519,3.137
2014/3/31,9.7222,2.738,-0.6165,-1.0389,-4.5394,11.5726,4.743,-0.1947,12.6668,10.1392
2014/4/30,0.0001,0.3474,2.4805,2.0997,-0.8151,-1.5954,-3.585,-1.1696,3.5502,-0.3453
2014/5/30,0.8439,6.6974,1.9667,-1.4139,-1.5067,5.4053,2.7399,-2.9588,8.5715,-6.4665
2014/6/30,5.8577,8.2253,6.6763,4.0418,5.1462,11.5385,2.0952,2.0324,2.237,-5.6791
2014/7/31,-2.1822,3.5,0.109,-0.7614,0.3337,-2.6526,7.0894,3.3866,-7.5934,2.759
2014/8/29,2.4794,12.1159,0.5707,0.2587,1.5005,1.9417,3.8055,4.1833,7.5427,-8.6094
2014/9/30,-3.2257,-5.8823,-5.5318,-6.9677,-5.5108,-8.5715,-3.4735,0.7751,-4.9665,-2.7537
2014/10/31,8.7499,0,-5.5555,-2.6351,0.7113,-5.2084,-1.1364,0.7694,2.6836,5.8121
2014/11/28,8.4293,1.0416,3.0207,1.1396,-1.1301,2.7473,-4.2146,-0.3816,3.3013,0.9861
2014/12/31,-0.3534,-9.3815,1.0801,1.8309,-4.4284,0.8023,0.4001,0.7664,1.4647,3.7656
2015/1/30,0,-1.3652,-3.0537,5.8093,1.3453,2.6525,0.5979,1.5209,4.7245,2.1506
2015/2/26,6.7375,0.4615,7.4016,1.3072,3.8349,4.9097,4.5544,-2.2472,6.0152,-0.263
2015/3/31,-3.3222,5.1663,1.9061,-2.0646,1.9887,-2.7094,-0.7577,-0.3831,-0.1181,-5.1452
2015/4/30,1.031,0.4365,8.6332,3.9526,8.9138,-6.329,-4.0076,-0.9615,3.1951,2.0864
2015/5/29,-0.6804,7.7174,-3.841,-4.5629,-3.9644,-5.1351,8.7474,-1.3592,0.9173,-3.27
2015/6/30,-0.6405,-2.1189,-0.2755,-3.5857,-1.1983,-6.1537,0,-2.9527,-4.9999,-3.8028
2015/7/31,-0.7119,-6.4948,-7.7882,-1.3142,2.4521,-1.5823,1.6452,-4.3214,-12.6795,-6.3029
2015/8/31,-7.5269,1.9845,-8.0621,2.4285,-6.952,4.8228,11.2396,-13.7168,-2.2167,-14.4263
2015/9/30,0.7751,1.3591,-6.2395,-3.2079,-4.0229,-5.5214,-1.7241,-1.5385,5.0597,3.4482
2015/10/30,5,1.1685,16.3667,8.7895,11.527,7.7922,-3.5084,2.3437,7.082,9.074
2015/11/30,1.8315,-3.0023,-9.428,-2.384,-5.2348,-5.4418,-2.1818,-7.6337,-9.1272,-7.1307
2015/12/31,2.8779,-3.8095,4.0957,4.4775,4.8159,-0.6392,2.0445,-1.1021,10.6261,-2.5593
2016/1/30,-0.6995,-3.2178,-4.426,-0.6494,-3.6485,-9.0033,0.5464,-1.3926,-6.5789,-1.6883
2016/2/26,4.9295,-0.2557,9.4339,3.2681,4.9089,-4.9469,3.8042,16.3841,6.9013,11.2597
2016/3/31,8.7248,8.7179,5.956,1.0126,7.2193,5.5762,-1.3962,8.7379,-1.3174,10.9776
2016/4/29,-7.4075,-9.0802,-6.5089,0.6265,2.7431,5.6337,3.009,1.1162,-18.9585,3.7093
